Date,Open,High,Low,Close,Volume
2022-04-14,31.73,32.05,31.26,31.47,4676000
2022-04-18,31.33,31.55,30.6,31.1,6937300
2022-04-19,30.75,30.78,29.89,30.57,12091000
2022-04-20,30.64,31.12,30.46,30.62,5515500
2022-04-22,30.05,30.71,29.81,30.51,10587900
2022-04-25,30.24,30.82,30.13,30.42,5920900
2022-04-26,30.39,30.52,29.07,29.22,11274900
2022-04-27,29.9,31.01,29.46,30.82,12950700
2022-04-28,31.04,31.15,30.06,30.34,7984900
2022-04-29,30.72,30.75,29.21,29.33,9606000
2022-05-02,29.15,29.51,27.76,28.2,12226000
2022-05-03,28.3,28.3,27.53,27.69,9842500
2022-05-04,27.68,28.42,27.27,28.2,8729900
2022-05-05,27.97,28.14,26.97,27.44,11077900
2022-05-06,27.38,27.38,26.24,26.46,13021900
2022-05-09,26.22,26.8,25.95,25.98,10148000
2022-05-10,26.27,26.37,25.38,25.46,8285600
2022-05-11,25.46,25.73,25.24,25.44,8726100
2022-05-12,25.45,25.84,25.15,25.74,8428100
2022-05-13,26.05,26.37,25.74,25.83,6176600
2022-05-16,25.83,25.84,25.25,25.53,7571800
2022-05-17,25.85,26.41,25.46,26.23,10281000
2022-05-18,26.2,26.33,25.62,25.76,9313800
2022-05-19,25.87,25.87,24.87,24.88,9109900
2022-05-20,25.05,25.44,24.9,25.33,9310600
2022-05-23,25.36,26.04,25.29,25.89,8069400
2022-05-24,25.63,25.81,25.04,25.42,8546100
2022-05-25,25.18,25.3,24.27,24.67,11060700
2022-05-26,24.7,25.33,24.58,25.06,7967100
2022-05-27,25.09,25.7,24.92,25.55,7992800
2022-05-30,25.83,25.86,24.7,24.89,7458000
2022-05-31,24.94,25.08,24.51,24.72,29812700
2022-06-01,24.96,25.76,24.68,25.54,7284500
2022-06-02,25.83,25.95,25.22,25.66,6323600
2022-06-03,25.67,25.67,25.15,25.26,4551500
2022-06-06,25.45,25.77,25.1,25.32,5582200
2022-06-07,25.08,25.41,25.05,25.29,6091800
2022-06-08,25.1,25.18,23.79,23.79,15193900
2022-06-09,23.79,24.42,23.47,23.9,12419700
2022-06-10,23.88,24.01,23.26,23.39,9086600
2022-06-13,23.1,23.37,22.91,23.21,14000200
2022-06-14,23.25,23.88,23.09,23.63,10169400
2022-06-15,23.89,23.89,23.05,23.39,15840900
2022-06-17,22.96,23.03,22.24,22.25,16863300
2022-06-20,22.82,23.85,22.8,23.49,15968600
2022-06-21,23.61,24.73,23.4,24.66,21113500
2022-06-22,24.46,25.53,24.22,25.13,13461400
2022-06-23,25.25,25.68,24.91,25.25,10303100
2022-06-24,25.41,26.29,25.21,25.79,11421500
2022-06-27,26.01,26.06,25.26,25.31,6158200
2022-06-28,25.44,25.89,25.25,25.53,5828100
2022-06-29,25.57,25.81,25.3,25.41,4724300
2022-06-30,25.09,25.95,24.92,25.82,10803700
2022-07-01,25.82,26.25,25.27,25.87,7334800
2022-07-04,25.86,26.3,25.8,25.86,4041600
2022-07-05,25.68,26.55,25.49,26.38,9210200
2022-07-06,26.46,27.38,26.28,26.45,11535800
2022-07-07,26.61,27.13,26.16,26.95,8539800
2022-07-08,26.95,26.99,26.17,26.62,5482100
2022-07-11,26.25,26.31,25.74,25.95,6136000
2022-07-12,25.9,26.23,25.74,25.96,5197000
2022-07-13,25.7,26.44,25.33,26.09,7119900
2022-07-14,25.81,26.19,25.42,25.77,6633600
2022-07-15,25.76,26.15,25.23,25.92,6464800
2022-07-18,26.26,26.53,25.4,25.5,6260100
2022-07-19,25.62,26.5,25.49,26.32,7068400
2022-07-20,26.36,26.53,25.16,25.37,14736400
2022-07-21,25.43,25.45,24.41,24.73,12130500
2022-07-22,24.88,25.61,24.58,25.22,10870400
2022-07-25,25.43,26.28,25.41,25.98,10255700
2022-07-26,25.99,26.2,25.63,25.71,6015000
2022-07-27,25.88,26.37,25.77,26.36,5446300
2022-07-28,26.46,27.61,26.4,27.4,9270700
2022-07-29,27.38,28.1,27.35,27.51,10100100
2022-08-01,27.51,28.14,27.25,27.35,8202200
2022-08-02,27.33,28.06,27.2,27.85,7214800
2022-08-03,27.83,27.94,27.35,27.59,6627100
2022-08-04,27.85,28.33,27.57,28.27,5433900
2022-08-05,28.21,28.59,28.09,28.29,4063300
2022-08-08,28.71,29.62,28.62,29.17,9073300
2022-08-09,29.28,29.57,28.64,29.02,6007000
2022-08-10,29.4,30.35,29.24,30.1,8105700
2022-08-11,30.34,30.41,29.34,29.56,6286900
2022-08-12,29.75,30.38,29.39,30.32,8429300
2022-08-15,30.15,30.42,29.58,29.77,7390400
2022-08-16,29.77,30.36,29.77,30.01,5016200
2022-08-17,29.84,30.09,29.4,29.86,6125800
2022-08-18,29.95,30.48,29.92,30.26,4327000
2022-08-19,30.1,30.4,29.19,29.29,7775300
2022-08-22,29.0,29.06,28.27,28.4,7237300
2022-08-23,28.39,28.49,27.99,28.26,8786300
2022-08-24,28.31,28.73,28.2,28.25,5426700
2022-08-25,28.48,28.83,28.32,28.4,5546600
2022-08-26,28.63,28.68,28.07,28.27,6257700
2022-08-29,28.14,28.18,27.53,27.84,6306200
2022-08-30,27.94,28.08,27.56,27.85,11887500
2022-08-31,28.13,28.22,27.67,27.76,11184100
2022-09-01,27.75,28.1,27.08,27.85,7750600
2022-09-02,28.04,29.71,27.86,29.64,15536400
2022-09-05,29.81,30.83,29.74,30.32,7376200
2022-09-06,30.34,30.6,29.45,29.72,7818500
2022-09-08,29.72,30.11,29.14,29.64,6160600
2022-09-09,29.73,30.29,29.72,29.88,3199600
2022-09-12,30.17,31.62,30.1,31.2,8149600
2022-09-13,30.68,30.92,29.85,30.03,7885400
2022-09-14,30.01,30.33,29.71,30.04,4667700
2022-09-15,29.97,29.98,29.26,29.44,3266400
2022-09-16,29.24,30.06,28.94,29.91,12522000
2022-09-19,29.87,30.4,29.49,30.02,5470400
2022-09-20,30.09,30.85,30.07,30.54,7372000
2022-09-21,30.42,30.97,30.09,30.59,6342700
2022-09-22,30.76,30.8,29.51,30.43,8889000
2022-09-23,29.85,30.1,29.57,29.99,5895500
2022-09-26,30.04,30.04,30.04,30.04,0
2022-09-27,30.22,30.26,29.38,29.53,7256200
2022-09-28,29.53,30.11,29.29,29.79,5869400
2022-09-29,29.49,29.71,29.06,29.61,9294800
2022-09-30,30.31,31.62,30.02,31.58,15921500
2022-10-03,31.77,33.04,30.78,32.99,14750100
2022-10-04,33.21,33.55,32.35,32.66,5980900
2022-10-05,32.78,33.36,32.08,33.08,6648500
2022-10-06,33.4,33.58,33.07,33.14,5312700
2022-10-07,33.13,33.25,32.44,32.77,4132400
2022-10-10,32.99,33.79,32.98,33.67,5924600
2022-10-11,33.6,34.04,33.15,33.31,6250100
2022-10-13,32.99,33.41,32.46,32.89,6147300
2022-10-14,32.9,33.25,31.79,32.29,6263600
2022-10-17,32.32,33.33,32.06,33.02,7601300
2022-10-18,33.39,34.42,33.38,33.96,9402000
2022-10-19,33.88,34.16,33.68,34.05,4180600
2022-10-20,34.13,34.23,33.61,34.06,7265000
2022-10-21,34.04,34.89,33.87,34.59,6512600
2022-10-24,34.25,34.55,33.76,34.31,8644200
2022-10-25,34.18,35.22,34.12,34.44,11524300
2022-10-26,36.15,38.28,35.97,37.32,28711200
2022-10-27,37.17,38.72,36.88,38.15,10912300
2022-10-28,37.96,38.57,37.22,37.8,7314600
2022-10-31,37.04,39.89,36.8,39.58,12566800
2022-11-01,39.35,39.78,38.48,38.72,11428100
2022-11-03,38.18,39.79,37.34,39.5,8951600
2022-11-04,39.6,40.77,39.59,40.09,12213700
2022-11-07,39.6,41.16,39.6,40.19,10878700
2022-11-08,40.19,41.68,39.77,40.09,13437300
2022-11-09,40.04,40.96,39.44,39.89,8842100
2022-11-10,39.45,40.04,37.58,38.55,18520800
2022-11-11,38.46,39.62,37.7,39.29,9507500
2022-11-14,39.3,40.45,38.95,39.95,6076200
2022-11-16,39.7,39.97,37.65,38.04,14823500
2022-11-17,37.64,39.07,36.87,38.86,8238900
2022-11-18,38.87,39.58,38.42,38.6,6672000
2022-11-21,38.7,39.15,38.18,38.8,4928900
2022-11-22,38.96,39.3,37.62,38.22,7992000
2022-11-23,38.1,38.58,37.73,38.26,5489100
2022-11-24,38.52,39.86,38.38,39.07,5489500
2022-11-25,39.09,39.1,37.93,38.42,4690200
2022-11-28,38.14,38.14,36.62,36.85,7981800
2022-11-29,36.77,37.83,35.8,37.05,9077200
2022-11-30,37.05,38.56,36.88,38.32,12458900
2022-12-01,38.13,38.66,37.35,37.64,6962500
2022-12-02,37.71,38.69,37.2,37.99,6555700
2022-12-05,37.35,37.62,36.59,36.94,6914000
2022-12-06,37.34,37.43,36.28,37.05,5641000
2022-12-07,37.05,37.34,36.21,36.61,4978700
2022-12-08,36.37,37.02,36.06,36.55,5710700
2022-12-09,36.57,36.95,36.31,36.45,4345000
2022-12-12,36.31,36.39,35.03,35.44,10669500
2022-12-13,35.44,36.58,34.83,35.17,10196600
2022-12-14,35.18,36.81,35.04,36.41,14185900
2022-12-15,35.86,37.02,35.73,36.43,8144300
2022-12-16,36.35,36.9,36.12,36.8,12123500
2022-12-19,37.09,37.82,37.05,37.51,6603400
2022-12-20,37.5,38.51,37.5,37.82,7623900
2022-12-21,37.96,38.22,37.34,37.79,6900900
2022-12-22,37.83,38.47,37.83,38.32,5599500
2022-12-23,38.53,38.75,37.46,37.88,9476400
2022-12-26,37.72,38.12,37.3,37.58,2339100
2022-12-27,37.88,37.9,37.18,37.4,4735700
2022-12-28,37.61,38.7,37.58,38.08,5410500
2022-12-29,38.22,38.37,37.64,37.89,6444500
2023-01-02,37.88,37.88,37.14,37.49,3017700
2023-01-03,37.5,37.76,36.3,36.56,5662900
2023-01-04,36.73,37.09,36.07,36.8,6169800
2023-01-05,36.99,37.29,36.66,36.88,6660600
2023-01-06,36.89,37.66,36.7,37.42,4071700
2023-01-09,37.39,37.69,36.62,37.31,5730600
2023-01-10,36.92,37.3,36.49,36.95,6556000
2023-01-11,36.89,38.08,36.6,37.98,5982900
2023-01-12,37.92,38.37,37.59,37.89,5376000
2023-01-13,37.58,38.73,37.31,38.35,4957200
2023-01-16,38.47,38.47,36.67,37.09,7545600
2023-01-17,37.34,37.95,37.14,37.7,4932900
2023-01-18,37.97,38.17,37.2,37.38,5833500
2023-01-19,37.12,37.6,36.96,37.3,5522400
2023-01-20,37.28,37.3,36.61,36.73,6967000
2023-01-23,36.72,37.5,36.57,36.77,4331400
2023-01-24,37.14,37.14,36.18,36.61,7500200
2023-01-25,36.56,38.7,36.52,38.1,12935100
2023-01-26,38.15,38.34,36.37,37.6,11767800
2023-01-27,37.5,37.95,36.58,37.3,14610700
2023-01-30,37.39,37.42,36.5,36.75,8055300
2023-01-31,36.68,38.12,36.62,37.63,9636200
2023-02-01,37.58,38.13,37.12,37.78,6318500
2023-02-02,37.52,38.36,37.11,37.43,7112600
2023-02-03,37.23,37.98,37.11,37.3,8093400
2023-02-06,37.23,37.42,36.62,36.97,6881500
2023-02-07,36.9,37.28,36.63,37.07,8673800
2023-02-08,37.05,37.71,36.73,37.06,4938900
2023-02-09,37.14,37.89,37.0,37.37,6409800
2023-02-10,37.28,38.14,36.9,37.98,7127800
2023-02-13,37.9,38.55,37.75,37.96,5129800
2023-02-14,38.01,38.72,37.56,37.75,6066600
2023-02-15,38.26,38.71,37.88,38.26,10995900
2023-02-16,38.1,38.34,37.2,38.16,7342600
2023-02-17,37.93,39.11,37.81,38.99,8000500
2023-02-22,39.09,39.26,37.96,38.0,8043500
2023-02-23,38.09,39.13,37.85,38.83,9948300
2023-02-24,38.65,38.87,37.95,38.46,5112700
2023-02-27,38.52,38.95,38.07,38.4,4714600
2023-02-28,38.39,38.93,38.37,38.75,7461500
2023-03-01,38.75,39.47,38.29,38.97,7934900
2023-03-02,38.96,39.35,38.59,38.75,4163300
2023-03-03,38.95,39.31,38.32,38.44,5339900
2023-03-06,38.59,39.18,38.3,39.02,5594500
2023-03-07,38.89,39.36,38.74,39.18,4956200
2023-03-08,39.19,39.9,39.01,39.74,7378100
2023-03-09,39.59,39.88,39.45,39.45,5384100
2023-03-10,39.41,39.58,38.91,39.13,4632900
2023-03-13,38.8,39.87,38.66,39.38,7427900
2023-03-14,39.29,39.93,39.29,39.84,4704200
2023-03-15,39.64,40.05,39.24,39.66,6236000
2023-03-16,39.7,39.97,39.42,39.88,6583700
2023-03-17,39.69,39.81,39.31,39.46,9680200
2023-03-20,39.74,39.98,39.22,39.34,5827400
2023-03-21,39.48,39.92,39.44,39.6,5241100
2023-03-22,39.61,39.89,39.02,39.16,4920900
2023-03-23,39.24,40.0,39.17,39.53,6499000
2023-03-24,39.64,40.24,39.45,40.14,6714600
2023-03-27,40.41,40.94,40.18,40.82,7311600
2023-03-28,40.8,41.49,40.76,41.0,6873300
2023-03-29,41.11,41.77,40.9,41.35,7454100
2023-03-30,41.41,41.65,40.69,41.48,5155400
2023-03-31,41.54,41.99,40.09,40.18,10945300
2023-04-03,40.42,40.42,38.95,39.23,8938800
2023-04-04,39.5,39.58,38.9,39.27,6442000
2023-04-05,39.35,39.57,38.11,38.4,7128200
2023-04-06,38.39,38.83,38.19,38.26,3998900
2023-04-10,38.16,38.41,37.83,38.04,4469500
2023-04-11,38.3,38.98,38.29,38.74,7179900
2023-04-12,38.91,40.07,38.83,39.38,9407100
2023-04-13,39.43,39.7,38.78,39.01,6615400
2023-04-14,38.58,38.67,37.96,38.41,6485300
2023-04-17,38.49,39.14,38.47,39.12,3679400
2023-04-18,39.15,39.36,38.5,38.92,5687600
2023-04-19,38.73,39.15,38.57,38.76,4241900
2023-04-20,38.98,40.03,38.55,39.89,9536000
2023-04-24,39.99,40.39,39.59,39.99,8144200
2023-04-25,40.33,40.8,39.95,40.17,9244600
2023-04-26,40.7,41.02,39.32,39.75,9771600
2023-04-27,39.82,40.09,39.31,39.99,5337900
2023-04-28,39.75,40.75,39.75,40.75,7415000
2023-05-02,40.31,41.19,40.0,40.45,5799900
2023-05-03,40.29,40.62,39.51,39.54,5451100
2023-05-04,39.64,39.84,38.82,38.95,5340400
2023-05-05,38.81,39.17,38.45,38.87,7852800
2023-05-08,39.07,39.19,38.47,38.85,4669200
2023-05-09,38.89,39.56,38.84,39.5,3642300
2023-05-10,39.44,39.66,38.99,38.99,4335000
2023-05-11,38.83,39.14,38.52,38.97,6709000
2023-05-12,38.75,39.27,38.45,38.56,5474100
2023-05-15,38.65,39.41,38.62,39.28,5580100
2023-05-16,39.13,39.71,39.05,39.34,4265800
2023-05-17,39.53,39.7,39.01,39.1,3886400
2023-05-18,39.09,39.22,38.73,38.95,5386900
2023-05-19,39.11,40.11,38.74,39.77,11502300
2023-05-22,39.54,40.51,39.49,40.0,6401900
2023-05-23,39.94,40.5,39.66,39.86,5552000
2023-05-24,39.74,39.97,39.39,39.46,3074900
2023-05-25,39.9,39.92,38.5,38.69,7746200
2023-05-26,39.02,39.27,38.7,39.15,6524500
2023-05-29,39.15,39.18,38.38,38.53,3442100
2023-05-30,38.83,38.91,37.89,37.99,6349200
2023-05-31,37.87,37.99,37.27,37.27,12497500
2023-06-01,37.49,37.66,36.85,36.85,10739000
2023-06-02,36.94,37.56,36.6,37.33,9999400
2023-06-05,37.44,37.78,37.1,37.29,4888100
2023-06-06,37.54,37.98,37.49,37.86,6913000
2023-06-07,38.04,38.1,37.59,37.81,7235000
2023-06-09,37.91,38.45,37.39,37.46,8603000
2023-06-12,37.63,37.68,37.27,37.41,7812500
2023-06-13,37.56,37.59,36.89,37.01,10187500
2023-06-14,37.23,37.53,37.07,37.53,11544100
2023-06-15,37.57,37.65,37.22,37.5,6148900
2023-06-16,37.37,37.95,37.36,37.51,10825900
2023-06-19,37.53,37.85,37.23,37.33,3436700
2023-06-20,37.32,37.32,36.55,36.62,6858200
2023-06-21,36.7,36.79,35.99,36.12,11890100
2023-06-22,35.93,36.23,35.77,36.07,4656400
2023-06-23,36.16,36.27,35.81,36.27,5203600
2023-06-26,36.38,36.4,35.55,36.13,6546100
2023-06-27,36.2,36.38,35.7,36.23,6131000
2023-06-28,36.37,36.51,36.01,36.31,6256700
2023-06-29,36.46,36.72,36.16,36.57,9004800
2023-06-30,36.8,37.76,36.49,37.47,8007900
2023-07-03,37.59,37.67,37.06,37.41,4338100
2023-07-04,37.42,37.51,36.91,36.91,2692200
2023-07-05,36.87,37.44,36.8,37.22,4665600
2023-07-06,37.22,37.3,36.39,36.62,5783000
2023-07-07,36.55,37.41,36.48,36.72,4221200
2023-07-10,36.68,36.73,35.94,36.02,4546100
2023-07-11,36.02,36.08,35.26,35.68,6933800
2023-07-12,35.74,35.95,35.56,35.79,4844700
2023-07-13,35.74,36.3,35.71,35.79,3046100
2023-07-14,35.85,36.09,35.59,35.73,4424000
2023-07-17,35.68,35.7,34.79,35.04,12067700
2023-07-18,35.09,36.18,35.07,35.67,10489700
2023-07-19,36.72,37.81,35.46,37.63,42083100
2023-07-20,37.77,38.09,37.06,37.88,22364800
2023-07-21,37.91,38.86,37.64,38.6,14512500
2023-07-24,38.97,41.52,38.95,41.39,28879300
2023-07-25,41.52,41.92,40.33,40.35,9924300
2023-07-26,40.28,40.71,39.86,40.33,7944300
2023-07-27,40.33,40.89,39.92,40.2,8479800
2023-07-28,40.75,41.28,40.04,40.17,5882900
2023-07-31,40.14,40.14,39.66,39.77,7141800
2023-08-01,39.77,39.99,39.45,39.71,5088200
2023-08-02,39.55,39.92,39.25,39.88,4455200
2023-08-03,39.9,40.58,39.81,40.28,5008000
2023-08-04,40.28,41.3,40.17,40.7,6023600
2023-08-07,40.35,40.93,40.26,40.78,4166400
2023-08-08,40.49,40.78,40.24,40.51,6978200
2023-08-09,40.34,40.92,40.22,40.63,4456500
2023-08-10,40.63,41.01,39.72,40.09,6334900
2023-08-11,40.12,40.18,39.35,39.65,6228100
2023-08-14,39.73,39.8,38.87,39.16,6590800
2023-08-15,39.07,39.63,39.01,39.2,3892600
2023-08-16,39.17,39.17,37.3,37.47,12275400
2023-08-17,37.85,37.85,36.38,36.77,8420400
2023-08-18,36.6,36.6,35.77,36.13,10409500
2023-08-21,36.12,36.28,35.72,35.91,4868400
2023-08-22,35.91,36.41,35.73,36.33,7395500
2023-08-23,36.37,36.54,35.82,36.31,6666600
2023-08-24,36.31,36.31,35.51,35.85,7784400
2023-08-25,35.85,36.56,35.72,36.22,6243500
2023-08-28,36.38,36.54,36.02,36.48,4461100
2023-08-29,36.62,36.82,36.2,36.35,3816100
2023-08-30,36.51,36.57,35.98,36.16,4406700
2023-08-31,36.08,36.31,35.66,35.75,7545200
2023-09-01,35.63,36.08,35.44,35.82,10375300
2023-09-04,35.97,36.0,35.45,36.0,3994000
2023-09-05,35.87,36.2,35.61,35.78,4331200
2023-09-06,35.81,36.17,35.42,35.42,4726300
2023-09-08,35.42,35.5,34.98,35.27,4376200
2023-09-11,35.44,35.55,34.68,35.15,6954500
2023-09-12,35.15,35.52,34.95,35.52,8096700
2023-09-13,35.83,37.58,35.73,36.79,14268900
2023-09-14,36.91,37.08,35.95,35.95,6123300
2023-09-15,35.97,36.36,35.82,35.97,9770200
2023-09-18,36.1,36.14,35.48,35.66,4523900
2023-09-19,35.68,36.18,35.52,35.85,4680200
2023-09-20,35.91,36.22,35.66,35.66,3614500
2023-09-21,35.39,35.49,34.71,34.85,8498600
2023-09-22,34.95,35.03,34.46,34.46,4730200
2023-09-25,35.13,36.33,34.93,36.06,12727400
2023-09-26,35.12,36.15,35.04,36.01,9274100
2023-09-27,36.11,36.65,35.69,35.95,10447500
2023-09-28,36.03,36.5,35.74,36.32,5738900
2023-09-29,36.55,36.64,36.08,36.2,5247900
2023-10-02,36.2,36.47,35.92,36.08,5406700
2023-10-03,35.95,36.06,34.97,35.1,7549900
2023-10-04,35.23,35.48,34.98,35.09,5224100
2023-10-05,35.23,35.44,34.81,34.91,4103700
2023-10-06,34.73,35.08,34.19,34.73,6279600
2023-10-09,34.61,34.96,34.47,34.78,3984400
2023-10-10,34.92,35.34,34.82,35.23,4115100
2023-10-11,35.06,35.49,34.84,35.1,5169500
2023-10-13,34.94,35.08,34.47,34.47,5443600
2023-10-16,34.83,35.01,34.57,34.58,3835500
2023-10-17,34.56,34.8,34.21,34.21,5700600
2023-10-18,34.17,34.85,34.04,34.22,8699900
2023-10-19,34.24,34.32,33.29,33.87,8305700
2023-10-20,33.8,34.26,33.64,33.74,4624100
2023-10-23,33.45,34.09,33.33,33.83,6072400
2023-10-24,34.47,35.03,34.15,34.94,9893700
2023-10-25,33.45,33.63,31.41,31.41,43128700
2023-10-26,31.77,33.22,31.46,32.59,19917500
2023-10-27,32.73,33.09,31.42,31.57,13106900
2023-10-30,31.92,32.41,31.67,32.24,14193400
2023-10-31,32.4,33.15,32.3,32.94,13609300
2023-11-01,32.88,33.22,32.73,33.01,11413500
2023-11-03,33.38,33.95,33.23,33.46,8785500
2023-11-06,33.68,33.88,33.0,33.14,8521100
2023-11-07,33.14,33.21,32.56,32.71,15716300
2023-11-08,32.63,32.8,32.2,32.39,6569200
2023-11-09,32.45,32.63,32.14,32.35,5700600
2023-11-10,32.49,33.34,32.39,33.1,7267300
2023-11-13,33.01,33.01,32.39,32.65,7939500
2023-11-14,32.88,33.53,32.63,33.39,8465100
2023-11-16,33.39,33.55,33.11,33.41,10829700
2023-11-17,33.44,33.6,32.78,33.19,8961500
2023-11-20,33.19,33.47,32.97,33.41,6991600
2023-11-21,33.38,33.59,33.14,33.59,4985800
2023-11-22,33.63,34.27,33.61,34.03,5651700
2023-11-23,34.03,34.05,33.77,33.99,3008100
2023-11-24,33.93,34.12,33.65,33.65,2542400
2023-11-27,33.65,34.22,33.16,34.07,4968000
2023-11-28,34.06,34.5,33.76,34.3,5627600
2023-11-29,34.33,34.5,34.03,34.06,3021400
2023-11-30,34.1,34.26,33.67,34.12,8086700
2023-12-01,34.12,34.82,34.1,34.71,5005000
2023-12-04,34.28,35.21,34.23,34.69,5514000
2023-12-05,34.7,35.47,34.69,35.23,5143900
2023-12-06,35.36,36.03,35.24,35.32,5700700
2023-12-07,35.41,35.73,34.95,35.29,4183000
2023-12-08,35.29,35.47,34.28,34.58,5927600
2023-12-11,34.57,35.28,34.5,34.8,4105000
2023-12-12,34.83,35.05,34.69,34.96,3469600
2023-12-13,34.81,36.08,34.55,35.99,6245100
2023-12-14,36.3,36.46,35.81,36.23,5864700
2023-12-15,36.43,36.7,35.96,35.96,11388200
2023-12-18,36.2,36.49,35.94,36.04,5052100
2023-12-19,36.12,36.62,36.05,36.42,4893400
2023-12-20,36.36,36.74,36.16,36.16,6796400
2023-12-21,36.5,36.5,36.08,36.39,4939500
2023-12-22,36.39,36.55,36.17,36.51,4733200
2023-12-26,36.57,36.92,36.45,36.72,3173100
2023-12-27,36.72,36.99,36.51,36.84,2730800
2023-12-28,36.84,37.22,36.71,36.91,3536300
2024-01-02,36.91,37.05,36.33,36.57,3991200
